po_number,po_date,supplier_id,ordered_by,quantity_liters,market_price_per_liter,actual_price_per_liter,total_cost_mmk,price_vs_market_pct,delivery_location,promised_delivery_date,actual_delivery_date,delivery_delay_days,status,order_type,ai_recommended,notes
PO-2026-0426,2025-12-23,SUP-001,U Min Htet,100.0,2900,2958,295800,2.0,RC-010,2025-12-24,2025-12-26 00:00:00,2,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0427,2025-12-23,SUP-003,U Min Htet,100.0,2900,3045,304500,5.0,RC-009,2025-12-27,2025-12-27 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0428,2025-12-23,SUP-003,U Min Htet,100.0,2900,3045,304500,5.0,CENTRAL-DEPOT,2025-12-26,2025-12-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0429,2025-12-23,SUP-003,Ma Yin Mar,116.0,2900,3167,367372,9.2,FR-001,2025-12-27,2025-12-27 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0430,2025-12-23,SUP-003,Ko Zaw Lin,100.0,2900,3185,318500,9.8,RC-004,2025-12-27,2025-12-27 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0431,2025-12-24,SUP-004,Daw Su Su,100.0,2885,3001,300100,4.0,RC-003,2025-12-25,2025-12-25 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0432,2025-12-24,SUP-002,Ko Zaw Lin,205.0,2885,2856,585480,-1.0,CENTRAL-DEPOT,2025-12-27,2025-12-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0433,2025-12-24,SUP-003,Ko Zaw Lin,100.0,2885,3029,302900,5.0,FB-003,2025-12-28,2025-12-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0434,2025-12-24,SUP-004,Ma Yin Mar,100.0,2885,2984,298400,3.4,FB-002,2025-12-25,2025-12-26 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0435,2025-12-24,SUP-002,Daw Su Su,100.0,2885,2856,285600,-1.0,DL-001,2025-12-26,2025-12-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0436,2025-12-24,SUP-001,U Min Htet,100.0,2885,3018,301800,4.6,PO-001,2025-12-26,2025-12-27 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0437,2025-12-24,SUP-004,Daw Su Su,100.0,2885,2885,288500,0.0,FB-003,2025-12-24,2025-12-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0438,2025-12-24,SUP-004,Ko Zaw Lin,100.0,2885,2885,288500,0.0,RS-005,2025-12-26,2025-12-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0439,2025-12-25,SUP-004,Ma Yin Mar,110.0,2919,2919,321090,0.0,FR-005,2025-12-27,2025-12-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0440,2025-12-25,SUP-002,Daw Su Su,147.0,2919,2950,433650,1.1,PO-003,2025-12-28,2025-12-28 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0441,2025-12-25,SUP-003,Ma Yin Mar,121.0,2919,3065,370865,5.0,PM-004,2025-12-29,2025-12-29 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0442,2025-12-25,SUP-004,U Min Htet,134.0,2919,2919,391146,0.0,CENTRAL-DEPOT,2025-12-25,2025-12-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0443,2025-12-25,SUP-003,U Min Htet,466.0,2919,3065,1428290,5.0,PM-001,2025-12-29,2026-01-01 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0444,2025-12-26,SUP-003,U Min Htet,100.0,3041,3193,319300,5.0,FV-002,2025-12-29,2025-12-29 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0445,2025-12-26,SUP-004,Daw Su Su,147.0,3041,3041,447027,0.0,DW-001,2025-12-28,2025-12-28 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0446,2025-12-26,SUP-001,Ko Zaw Lin,100.0,3041,3235,323500,6.4,RS-007,2025-12-28,2025-12-30 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0447,2025-12-27,SUP-001,Daw Su Su,100.0,3003,3063,306300,2.0,RS-003,2025-12-28,2025-12-30 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0448,2025-12-27,SUP-004,Ma Yin Mar,100.0,3003,3003,300300,0.0,CENTRAL-DEPOT,2025-12-28,2025-12-28 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0449,2025-12-27,SUP-003,Ko Zaw Lin,104.0,3003,3153,327912,5.0,DC-002,2025-12-30,2025-12-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0450,2025-12-27,SUP-002,Ko Zaw Lin,157.0,3003,2973,466761,-1.0,DW-002,2025-12-29,2025-12-29 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0451,2025-12-28,SUP-001,Ma Yin Mar,100.0,2944,3003,300300,2.0,RC-008,2025-12-29,2025-12-29 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0452,2025-12-28,SUP-003,U Min Htet,100.0,2944,3225,322500,9.5,RC-004,2025-12-31,2025-12-31 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0453,2025-12-28,SUP-002,U Min Htet,163.0,2944,2915,475145,-1.0,CENTRAL-DEPOT,2025-12-31,2025-12-31 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0454,2025-12-28,SUP-003,U Min Htet,100.0,2944,3091,309100,5.0,FV-003,2026-01-01,2026-01-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0455,2025-12-29,SUP-002,U Min Htet,100.0,3036,3080,308000,1.4,RS-009,2025-12-30,2025-12-30 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0456,2025-12-29,SUP-001,Ko Zaw Lin,265.0,3036,3097,820705,2.0,RH-004,2025-12-31,2026-01-01 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0457,2025-12-29,SUP-003,Daw Su Su,100.0,3036,3188,318800,5.0,RS-002,2026-01-02,2026-01-03 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0458,2025-12-29,SUP-002,Daw Su Su,117.0,3036,3148,368316,3.7,RS-005,2026-01-01,2026-01-02 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0459,2025-12-29,SUP-003,U Min Htet,100.0,3036,3188,318800,5.0,CENTRAL-DEPOT,2026-01-02,2026-01-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0460,2025-12-30,SUP-004,Ko Zaw Lin,100.0,3012,3012,301200,0.0,RC-006,2025-12-30,2025-12-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0461,2025-12-30,SUP-001,Daw Su Su,100.0,3012,3072,307200,2.0,CENTRAL-DEPOT,2025-12-31,2025-12-31 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0462,2025-12-30,SUP-003,Ma Yin Mar,138.0,3012,3163,436494,5.0,CENTRAL-DEPOT,2026-01-02,2026-01-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0463,2025-12-31,SUP-003,Ko Zaw Lin,100.0,3091,3246,324600,5.0,RC-009,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0464,2025-12-31,SUP-004,Ma Yin Mar,100.0,3091,3091,309100,0.0,PO-003,2025-12-31,2025-12-31 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0465,2025-12-31,SUP-002,Ko Zaw Lin,100.0,3091,3060,306000,-1.0,RS-008,2026-01-02,2026-01-02 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0466,2025-12-31,SUP-001,Ma Yin Mar,114.0,3091,3153,359442,2.0,CENTRAL-DEPOT,2026-01-01,2026-01-02 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0467,2025-12-31,SUP-003,U Min Htet,175.0,3091,3353,586775,8.5,PM-001,2026-01-04,2026-01-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0468,2025-12-31,SUP-003,Daw Su Su,100.0,3091,3246,324600,5.0,RC-007,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0469,2025-12-31,SUP-004,U Min Htet,100.0,3091,3091,309100,0.0,RS-003,2026-01-02,2026-01-02 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0470,2025-12-31,SUP-003,Ko Zaw Lin,100.0,3091,3246,324600,5.0,CENTRAL-DEPOT,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0471,2026-01-01,SUP-002,Ko Zaw Lin,100.0,2967,2937,293700,-1.0,FB-003,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0472,2026-01-01,SUP-004,Daw Su Su,145.0,2967,2967,430215,0.0,RS-009,2026-01-03,2026-01-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0473,2026-01-01,SUP-003,Ma Yin Mar,265.0,2967,3218,852770,8.5,DW-001,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0474,2026-01-02,SUP-004,Ko Zaw Lin,100.0,3006,3006,300600,0.0,CENTRAL-DEPOT,2026-01-03,2026-01-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0475,2026-01-02,SUP-002,Daw Su Su,138.0,3006,3073,424074,2.2,RS-001,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0476,2026-01-02,SUP-003,Daw Su Su,100.0,3006,3156,315600,5.0,DC-003,2026-01-05,2026-01-06 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0477,2026-01-02,SUP-004,Daw Su Su,100.0,3006,3006,300600,0.0,RH-004,2026-01-03,2026-01-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0478,2026-01-02,SUP-004,U Min Htet,100.0,3006,3006,300600,0.0,CENTRAL-DEPOT,2026-01-04,2026-01-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0479,2026-01-02,SUP-002,Ko Zaw Lin,100.0,3006,2976,297600,-1.0,RC-006,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0480,2026-01-02,SUP-002,Ma Yin Mar,181.0,3006,2976,538656,-1.0,RH-004,2026-01-04,2026-01-07 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0481,2026-01-03,SUP-002,Daw Su Su,100.0,3010,2980,298000,-1.0,CENTRAL-DEPOT,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0482,2026-01-03,SUP-004,U Min Htet,100.0,3010,3010,301000,0.0,CENTRAL-DEPOT,2026-01-03,2026-01-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0483,2026-01-03,SUP-001,U Min Htet,100.0,3010,3070,307000,2.0,RC-004,2026-01-04,2026-01-04 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0484,2026-01-03,SUP-001,Ko Zaw Lin,100.0,3010,3070,307000,2.0,DW-003,2026-01-04,2026-01-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0485,2026-01-03,SUP-002,Daw Su Su,184.0,3010,2980,548320,-1.0,DW-002,2026-01-04,2026-01-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0486,2026-01-04,SUP-001,U Min Htet,194.0,2933,3138,608772,7.0,RH-001,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0487,2026-01-04,SUP-004,Ko Zaw Lin,100.0,2933,2933,293300,0.0,FV-005,2026-01-05,2026-01-06 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0488,2026-01-04,SUP-003,Ko Zaw Lin,101.0,2933,3080,311080,5.0,FR-004,2026-01-07,2026-01-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0489,2026-01-04,SUP-004,Ma Yin Mar,108.0,2933,2933,316764,0.0,CENTRAL-DEPOT,2026-01-06,2026-01-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0490,2026-01-04,SUP-001,Ma Yin Mar,100.0,2933,2992,299200,2.0,CENTRAL-DEPOT,2026-01-06,2026-01-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0491,2026-01-04,SUP-003,U Min Htet,510.0,2933,3080,1570800,5.0,CENTRAL-DEPOT,2026-01-08,2026-01-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0492,2026-01-04,SUP-001,U Min Htet,408.0,2933,2992,1220736,2.0,PM-002,2026-01-06,2026-01-09 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0493,2026-01-04,SUP-003,Daw Su Su,160.0,2933,3080,492800,5.0,PM-002,2026-01-08,2026-01-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0494,2026-01-05,SUP-004,U Min Htet,100.0,3082,3082,308200,0.0,CENTRAL-DEPOT,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0495,2026-01-05,SUP-003,Ma Yin Mar,100.0,3082,3236,323600,5.0,CENTRAL-DEPOT,2026-01-09,2026-01-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0496,2026-01-05,SUP-004,Ma Yin Mar,100.0,3082,3082,308200,0.0,CENTRAL-DEPOT,2026-01-05,2026-01-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0497,2026-01-05,SUP-003,Ko Zaw Lin,100.0,3082,3236,323600,5.0,RC-009,2026-01-08,2026-01-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0498,2026-01-05,SUP-004,U Min Htet,100.0,3082,3082,308200,0.0,FB-004,2026-01-07,2026-01-08 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0499,2026-01-05,SUP-001,Ma Yin Mar,100.0,3082,3144,314400,2.0,RC-002,2026-01-06,2026-01-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0500,2026-01-05,SUP-004,U Min Htet,100.0,3082,3082,308200,0.0,RS-006,2026-01-06,2026-01-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0501,2026-01-05,SUP-004,Ma Yin Mar,100.0,3082,3082,308200,0.0,FR-002,2026-01-06,2026-01-07 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0502,2026-01-06,SUP-004,U Min Htet,100.0,3088,3088,308800,0.0,CENTRAL-DEPOT,2026-01-06,2026-01-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0503,2026-01-06,SUP-002,Ma Yin Mar,100.0,3088,3057,305700,-1.0,RC-001,2026-01-08,2026-01-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0504,2026-01-06,SUP-004,Ma Yin Mar,100.0,3088,3088,308800,0.0,FV-001,2026-01-08,2026-01-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0505,2026-01-06,SUP-003,Ma Yin Mar,100.0,3088,3242,324200,5.0,FB-001,2026-01-09,2026-01-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0506,2026-01-06,SUP-004,Ko Zaw Lin,100.0,3088,3088,308800,0.0,FR-004,2026-01-07,2026-01-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0507,2026-01-06,SUP-004,U Min Htet,100.0,3088,3088,308800,0.0,CENTRAL-DEPOT,2026-01-07,2026-01-08 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0508,2026-01-07,SUP-001,Daw Su Su,100.0,3076,3138,313800,2.0,RC-006,2026-01-08,2026-01-08 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0509,2026-01-07,SUP-004,Ko Zaw Lin,100.0,3076,3076,307600,0.0,CENTRAL-DEPOT,2026-01-08,2026-01-09 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0510,2026-01-07,SUP-002,Daw Su Su,177.0,3076,3045,538965,-1.0,PO-001,2026-01-09,2026-01-10 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0511,2026-01-07,SUP-003,Daw Su Su,100.0,3076,3230,323000,5.0,RS-010,2026-01-10,2026-01-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0512,2026-01-07,SUP-001,Ma Yin Mar,100.0,3076,3216,321600,4.6,RC-010,2026-01-08,2026-01-10 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0513,2026-01-08,SUP-002,Ko Zaw Lin,100.0,3064,3033,303300,-1.0,FR-002,2026-01-09,2026-01-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0514,2026-01-08,SUP-004,Ma Yin Mar,100.0,3064,3064,306400,0.0,CENTRAL-DEPOT,2026-01-08,2026-01-08 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0515,2026-01-08,SUP-003,Ma Yin Mar,100.0,3064,3336,333600,8.9,FB-003,2026-01-11,2026-01-11 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0516,2026-01-08,SUP-001,U Min Htet,186.0,3064,3125,581250,2.0,DC-002,2026-01-09,2026-01-10 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0517,2026-01-08,SUP-001,Ko Zaw Lin,100.0,3064,3125,312500,2.0,FR-002,2026-01-09,2026-01-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0518,2026-01-08,SUP-004,Ko Zaw Lin,100.0,3064,3064,306400,0.0,FV-001,2026-01-10,2026-01-11 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0519,2026-01-09,SUP-002,Daw Su Su,443.0,2977,3064,1357352,2.9,PM-001,2026-01-11,2026-01-11 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0520,2026-01-09,SUP-004,Ko Zaw Lin,100.0,2977,2977,297700,0.0,RC-003,2026-01-09,2026-01-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0521,2026-01-09,SUP-001,Daw Su Su,100.0,2977,3037,303700,2.0,CENTRAL-DEPOT,2026-01-11,2026-01-12 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0522,2026-01-09,SUP-001,Daw Su Su,100.0,2977,3037,303700,2.0,RC-001,2026-01-10,2026-01-10 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0523,2026-01-09,SUP-002,U Min Htet,138.0,2977,2947,406686,-1.0,DC-003,2026-01-11,2026-01-11 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0524,2026-01-09,SUP-003,Daw Su Su,100.0,2977,3126,312600,5.0,RS-005,2026-01-13,2026-01-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0525,2026-01-09,SUP-001,Ko Zaw Lin,100.0,2977,3037,303700,2.0,FR-003,2026-01-10,2026-01-12 00:00:00,2,DELIVERED,BULK_BUY,False,
PO-2026-0526,2026-01-09,SUP-004,Daw Su Su,249.0,2977,3068,763932,3.1,CENTRAL-DEPOT,2026-01-10,2026-01-10 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0527,2026-01-10,SUP-003,Ko Zaw Lin,100.0,3064,3217,321700,5.0,RC-008,2026-01-13,2026-01-14 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0528,2026-01-10,SUP-003,Daw Su Su,129.0,3064,3217,414993,5.0,RS-001,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0529,2026-01-10,SUP-004,Daw Su Su,100.0,3064,3064,306400,0.0,FR-003,2026-01-11,2026-01-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0530,2026-01-10,SUP-003,Daw Su Su,100.0,3064,3332,333200,8.7,CENTRAL-DEPOT,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0531,2026-01-11,SUP-001,Ko Zaw Lin,100.0,3506,3576,357600,2.0,FB-003,2026-01-12,2026-01-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0532,2026-01-11,SUP-003,Ko Zaw Lin,630.0,3506,3681,2319030,5.0,PM-001,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0533,2026-01-11,SUP-002,Ma Yin Mar,104.0,3506,3644,378976,3.9,RS-008,2026-01-13,2026-01-13 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0534,2026-01-11,SUP-004,Ma Yin Mar,100.0,3506,3506,350600,0.0,CENTRAL-DEPOT,2026-01-12,2026-01-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0535,2026-01-11,SUP-003,Ko Zaw Lin,100.0,3506,3681,368100,5.0,RC-006,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0536,2026-01-11,SUP-003,Ko Zaw Lin,100.0,3506,3681,368100,5.0,RC-007,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0537,2026-01-11,SUP-002,Daw Su Su,100.0,3506,3471,347100,-1.0,RH-003,2026-01-14,2026-01-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0538,2026-01-12,SUP-003,Ko Zaw Lin,100.0,3476,3650,365000,5.0,CENTRAL-DEPOT,2026-01-15,2026-01-17 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0539,2026-01-12,SUP-003,Daw Su Su,100.0,3476,3650,365000,5.0,CENTRAL-DEPOT,2026-01-16,2026-01-17 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0540,2026-01-12,SUP-003,U Min Htet,100.0,3476,3650,365000,5.0,DC-002,2026-01-15,2026-01-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0541,2026-01-12,SUP-003,U Min Htet,100.0,3476,3650,365000,5.0,FB-004,2026-01-15,2026-01-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0542,2026-01-13,SUP-004,Ma Yin Mar,100.0,3534,3534,353400,0.0,CENTRAL-DEPOT,2026-01-14,2026-01-15 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0543,2026-01-13,SUP-003,Ko Zaw Lin,100.0,3534,3711,371100,5.0,FR-003,2026-01-16,2026-01-17 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0544,2026-01-13,SUP-001,Ko Zaw Lin,100.0,3534,3605,360500,2.0,CENTRAL-DEPOT,2026-01-15,2026-01-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0545,2026-01-13,SUP-001,Ko Zaw Lin,100.0,3534,3605,360500,2.0,CENTRAL-DEPOT,2026-01-15,2026-01-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0546,2026-01-13,SUP-002,Daw Su Su,100.0,3534,3499,349900,-1.0,RC-008,2026-01-16,2026-01-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0547,2026-01-14,SUP-002,Ko Zaw Lin,100.0,3585,3635,363500,1.4,FV-002,2026-01-16,2026-01-17 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0548,2026-01-14,SUP-002,Ko Zaw Lin,205.0,3585,3720,762600,3.8,CENTRAL-DEPOT,2026-01-16,2026-01-17 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0549,2026-01-14,SUP-001,Ma Yin Mar,106.0,3585,3657,387642,2.0,CENTRAL-DEPOT,2026-01-16,2026-01-16 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0550,2026-01-14,SUP-001,Ko Zaw Lin,106.0,3585,3657,387642,2.0,FR-004,2026-01-16,2026-01-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0551,2026-01-14,SUP-003,Ko Zaw Lin,133.0,3585,3859,513247,7.6,CENTRAL-DEPOT,2026-01-18,2026-01-18 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0552,2026-01-15,SUP-002,Ko Zaw Lin,100.0,3600,3564,356400,-1.0,RC-004,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0553,2026-01-15,SUP-002,U Min Htet,100.0,3600,3692,369200,2.6,FB-001,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0554,2026-01-15,SUP-004,Daw Su Su,100.0,3600,3600,360000,0.0,RC-004,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0555,2026-01-15,SUP-002,U Min Htet,103.0,3600,3670,378010,1.9,DW-003,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0556,2026-01-16,SUP-002,Ko Zaw Lin,100.0,3576,3540,354000,-1.0,CENTRAL-DEPOT,2026-01-18,2026-01-19 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0557,2026-01-16,SUP-004,Daw Su Su,100.0,3576,3700,370000,3.5,RS-003,2026-01-16,2026-01-16 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0558,2026-01-16,SUP-002,Daw Su Su,310.0,3576,3693,1144830,3.3,PM-004,2026-01-17,2026-01-19 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0559,2026-01-16,SUP-001,Daw Su Su,246.0,3576,3648,897408,2.0,CENTRAL-DEPOT,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0560,2026-01-17,SUP-003,Ma Yin Mar,270.0,3587,3766,1016820,5.0,PM-001,2026-01-20,2026-01-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0561,2026-01-17,SUP-001,Ko Zaw Lin,100.0,3587,3659,365900,2.0,RC-006,2026-01-18,2026-01-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0562,2026-01-17,SUP-004,Ko Zaw Lin,100.0,3587,3587,358700,0.0,RS-005,2026-01-17,2026-01-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0563,2026-01-17,SUP-002,Ma Yin Mar,100.0,3587,3551,355100,-1.0,RC-001,2026-01-19,2026-01-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0564,2026-01-17,SUP-001,Ma Yin Mar,100.0,3587,3732,373200,4.0,RS-010,2026-01-19,2026-01-21 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0565,2026-01-17,SUP-003,Ma Yin Mar,292.0,3587,3766,1099672,5.0,RH-001,2026-01-21,2026-01-21 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0566,2026-01-17,SUP-003,Daw Su Su,100.0,3587,3766,376600,5.0,CENTRAL-DEPOT,2026-01-21,2026-01-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0567,2026-01-17,SUP-001,Ma Yin Mar,100.0,3587,3659,365900,2.0,CENTRAL-DEPOT,2026-01-19,2026-01-20 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0568,2026-01-18,SUP-004,Daw Su Su,109.0,3565,3565,388585,0.0,CENTRAL-DEPOT,2026-01-19,2026-01-19 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
