date,store_id,diesel_stock_liters,diesel_purchased_liters,tank_capacity_liters,supplier_lead_time_days,days_of_coverage
2025-12-11,FV-005,29.7,0.0,40,3.2,6.9
2025-12-12,FV-005,26.5,0.0,40,1.3,8.2
2025-12-13,FV-005,23.7,0.0,40,2.2,8.4
2025-12-14,FV-005,21.7,0.0,40,2.9,11.2
2025-12-15,FV-005,38.6,21.0,40,1.6,9.4
2025-12-16,FV-005,36.0,0.0,40,3.2,14.0
2025-12-17,FV-005,40.0,24.5,40,2.0,9.1
2025-12-18,FV-005,37.5,0.0,40,1.7,14.8
2025-12-19,FV-005,34.2,0.0,40,2.5,10.6
2025-12-20,FV-005,40.0,19.6,40,1.9,14.4
2025-12-21,FV-005,38.0,0.0,40,1.9,18.7
2025-12-22,FV-005,33.5,0.0,40,3.2,7.5
2025-12-23,FV-005,31.9,0.0,40,2.2,19.9
2025-12-24,FV-005,40.0,22.7,40,3.0,19.1
2025-12-25,FV-005,35.6,0.0,40,3.2,8.2
2025-12-26,FV-005,33.9,0.0,40,1.8,18.9
2025-12-27,FV-005,30.0,0.0,40,2.7,7.7
2025-12-28,FV-005,27.3,0.0,40,2.3,10.1
2025-12-29,FV-005,23.6,0.0,40,2.7,6.3
2025-12-30,FV-005,40.0,29.7,40,2.6,9.9
2025-12-31,FV-005,37.4,0.0,40,3.3,14.2
2026-01-01,FV-005,40.0,27.6,40,3.0,26.3
2026-01-02,FV-005,36.2,0.0,40,2.4,9.6
2026-01-03,FV-005,32.0,0.0,40,2.4,7.7
2026-01-04,FV-005,40.0,24.2,40,1.8,9.7
2026-01-05,FV-005,40.0,16.6,40,1.9,17.2
2026-01-06,FV-005,37.6,0.0,40,2.8,15.4
2026-01-07,FV-005,35.7,0.0,40,2.2,19.2
2026-01-08,FV-005,31.6,0.0,40,2.8,7.8
2026-01-09,FV-005,29.1,0.0,40,2.8,11.7
2026-01-10,FV-005,26.6,0.0,40,2.3,10.3
2026-01-11,FV-005,40.0,17.4,40,2.3,24.0
2026-01-12,FV-005,37.1,0.0,40,3.3,12.7
2026-01-13,FV-005,35.4,0.0,40,3.4,20.9
2026-01-14,FV-005,40.0,23.9,40,2.5,17.5
2026-01-15,FV-005,37.0,0.0,40,2.3,12.5
2026-01-16,FV-005,34.5,0.0,40,2.2,13.4
2026-01-17,FV-005,32.2,0.0,40,2.2,14.1
2026-01-18,FV-005,27.8,0.0,40,2.7,6.3
2026-01-19,FV-005,24.9,0.0,40,2.2,8.7
2026-01-20,FV-005,21.6,0.0,40,3.2,6.6
2026-01-21,FV-005,40.0,28.0,40,2.1,13.0
2026-01-22,FV-005,37.3,0.0,40,2.0,13.8
2026-01-23,FV-005,40.0,24.7,40,3.6,11.4
2026-01-24,FV-005,40.0,22.4,40,3.0,9.0
2026-01-25,FV-005,38.2,0.0,40,1.9,21.3
2026-01-26,FV-005,36.0,0.0,40,3.8,16.2
2026-01-27,FV-005,33.1,0.0,40,2.4,11.3
2026-01-28,FV-005,31.4,0.0,40,3.4,19.1
2026-01-29,FV-005,40.0,27.4,40,2.5,16.8
2026-01-30,FV-005,36.7,0.0,40,2.5,11.1
2026-01-31,FV-005,33.7,0.0,40,3.2,11.4
2026-02-01,FV-005,30.7,0.0,40,1.9,10.0
2026-02-02,FV-005,40.0,27.9,40,2.6,14.7
2026-02-03,FV-005,37.7,0.0,40,2.8,16.5
2026-02-04,FV-005,40.0,29.8,40,2.6,12.2
2026-02-05,FV-005,37.5,0.0,40,2.0,15.2
2026-02-06,FV-005,40.0,25.6,40,2.2,16.6
2026-02-07,FV-005,37.2,0.0,40,2.0,13.3
2026-02-08,FV-005,35.0,0.0,40,2.9,15.6
2026-02-09,FV-005,31.3,0.0,40,3.3,8.6
2026-02-10,FV-005,40.0,29.5,40,3.1,10.5
2026-02-11,FV-005,40.0,20.1,40,3.9,15.9
2026-02-12,FV-005,36.9,0.0,40,2.4,11.8
2026-02-13,FV-005,40.0,16.2,40,2.0,10.1
2026-02-14,FV-005,35.8,0.0,40,2.8,8.5
2026-02-15,FV-005,31.9,0.0,40,3.7,8.1
2026-02-16,FV-005,28.6,0.0,40,3.2,8.8
2026-02-17,FV-005,26.5,0.0,40,3.1,12.6
2026-02-18,FV-005,40.0,19.2,40,3.5,26.1
2026-02-19,FV-005,37.6,0.0,40,3.1,15.5
2026-02-20,FV-005,34.3,0.0,40,2.9,10.5
2026-02-21,FV-005,31.9,0.0,40,3.7,13.2
2026-02-22,FV-005,40.0,23.9,40,2.9,14.9
2026-02-23,FV-005,36.0,0.0,40,3.9,9.1
2026-02-24,FV-005,33.5,0.0,40,4.1,13.2
2026-02-25,FV-005,29.5,0.0,40,2.7,7.4
2026-02-26,FV-005,27.8,0.0,40,2.5,15.9
2026-02-27,FV-005,25.7,0.0,40,3.8,12.5
2026-02-28,FV-005,40.0,29.9,40,2.3,16.2
2026-03-01,FV-005,38.2,0.0,40,2.5,21.8
2026-03-02,FV-005,34.0,0.0,40,2.3,8.0
2026-03-03,FV-005,32.3,0.0,40,3.9,19.1
2026-03-04,FV-005,40.0,30.5,40,3.3,15.0
2026-03-05,FV-005,36.1,0.0,40,2.3,9.2
2026-03-06,FV-005,40.0,16.3,40,2.6,18.3
2026-03-07,FV-005,37.2,0.0,40,2.4,13.5
2026-03-08,FV-005,33.3,0.0,40,2.8,8.5
2026-03-09,FV-005,40.0,18.4,40,4.2,11.7
2026-03-10,FV-005,40.0,21.9,40,2.4,11.1
2026-03-11,FV-005,36.0,0.0,40,3.6,9.1
2026-03-12,FV-005,33.9,0.0,40,4.2,15.5
2026-03-13,FV-005,30.2,0.0,40,2.7,8.4
2026-03-14,FV-005,26.1,0.0,40,2.8,6.3
2026-03-15,FV-005,23.4,0.0,40,2.5,8.6
2026-03-16,FV-005,19.2,0.0,40,3.4,4.6
2026-03-17,FV-005,15.1,0.0,40,2.7,3.8
2026-03-18,FV-005,30.5,18.2,40,3.7,10.6
2026-03-19,FV-005,26.6,0.0,40,3.3,7.0
2026-03-20,FV-005,24.5,0.0,40,2.6,11.2
2026-03-21,FV-005,20.1,0.0,40,4.4,4.6
2026-03-22,FV-005,18.1,0.0,40,3.4,9.5
2026-03-23,FV-005,13.9,0.0,40,3.4,3.3
2026-03-24,FV-005,10.5,0.0,40,2.9,3.0
2026-03-25,FV-005,36.6,27.8,40,2.6,22.5
2026-03-26,FV-005,33.5,0.0,40,3.0,10.8
2026-03-27,FV-005,30.5,0.0,40,3.7,10.1
2026-03-28,FV-005,28.4,0.0,40,3.4,13.8
2026-03-29,FV-005,25.9,0.0,40,3.8,10.3
2025-10-01,DW-001,400.0,185.2,400,1.6,14.4
2025-10-02,DW-001,383.9,0.0,400,1.6,23.9
2025-10-03,DW-001,342.1,0.0,400,1.7,8.2
2025-10-04,DW-001,400.0,236.0,400,0.9,10.3
2025-10-05,DW-001,362.7,0.0,400,1.4,9.7
2025-10-06,DW-001,342.1,0.0,400,1.2,16.6
2025-10-07,DW-001,312.5,0.0,400,0.9,10.6
2025-10-08,DW-001,277.4,0.0,400,0.6,7.9
2025-10-09,DW-001,246.9,0.0,400,0.8,8.1
2025-10-10,DW-001,211.5,0.0,400,2.1,6.0
2025-10-11,DW-001,166.9,0.0,400,1.9,3.7
2025-10-12,DW-001,122.3,0.0,400,1.9,2.7
2025-10-13,DW-001,366.6,286.8,400,1.0,8.6
2025-10-14,DW-001,332.8,0.0,400,0.7,9.8
2025-10-15,DW-001,301.9,0.0,400,2.6,9.8
2025-10-16,DW-001,400.0,203.9,400,1.9,9.2
2025-10-17,DW-001,372.1,0.0,400,2.2,13.3
2025-10-18,DW-001,356.8,0.0,400,2.5,23.3
2025-10-19,DW-001,400.0,227.8,400,2.3,11.7
2025-10-20,DW-001,378.5,0.0,400,1.7,17.6
2025-10-21,DW-001,344.0,0.0,400,2.1,10.0
2025-10-22,DW-001,400.0,181.1,400,1.9,11.8
2025-10-23,DW-001,355.5,0.0,400,0.8,8.0
2025-10-24,DW-001,335.5,0.0,400,0.8,16.8
2025-10-25,DW-001,400.0,266.7,400,2.0,18.0
2025-10-26,DW-001,359.2,0.0,400,1.5,8.8
2025-10-27,DW-001,314.2,0.0,400,2.4,7.0
2025-10-28,DW-001,400.0,264.0,400,2.4,19.0
2025-10-29,DW-001,400.0,197.6,400,2.2,9.5
2025-10-30,DW-001,368.1,0.0,400,2.4,11.5
2025-10-31,DW-001,400.0,279.9,400,2.3,13.0
2025-11-01,DW-001,367.4,0.0,400,2.0,11.3
2025-11-02,DW-001,341.4,0.0,400,1.9,13.2
2025-11-03,DW-001,309.8,0.0,400,2.2,9.8
2025-11-04,DW-001,275.3,0.0,400,1.6,8.0
2025-11-05,DW-001,253.1,0.0,400,1.7,11.4
2025-11-06,DW-001,400.0,299.1,400,1.5,18.7
2025-11-07,DW-001,372.5,0.0,400,1.7,13.5
2025-11-08,DW-001,351.3,0.0,400,1.9,16.6
2025-11-09,DW-001,329.8,0.0,400,1.7,15.3
2025-11-10,DW-001,400.0,202.7,400,1.2,9.3
2025-11-11,DW-001,358.2,0.0,400,1.7,8.6
2025-11-12,DW-001,400.0,211.5,400,2.7,14.9
2025-11-13,DW-001,377.8,0.0,400,2.8,17.0
2025-11-14,DW-001,341.8,0.0,400,1.1,9.5
2025-11-15,DW-001,304.1,0.0,400,2.8,8.1
2025-11-16,DW-001,287.0,0.0,400,2.6,16.8
2025-11-17,DW-001,255.6,0.0,400,2.8,8.2
2025-11-18,DW-001,400.0,170.8,400,1.6,23.7
2025-11-19,DW-001,380.3,0.0,400,2.1,19.3
2025-11-20,DW-001,400.0,285.5,400,2.9,11.4
2025-11-21,DW-001,368.0,0.0,400,2.3,11.5
2025-11-22,DW-001,348.6,0.0,400,2.6,18.0
2025-11-23,DW-001,315.0,0.0,400,1.2,9.4
2025-11-24,DW-001,400.0,255.7,400,1.1,14.6
2025-11-25,DW-001,379.0,0.0,400,2.1,18.1
2025-11-26,DW-001,354.0,0.0,400,1.7,14.1
2025-11-27,DW-001,321.4,0.0,400,3.1,9.9
2025-11-28,DW-001,305.8,0.0,400,2.1,19.6
2025-11-29,DW-001,280.9,0.0,400,1.9,11.3
2025-11-30,DW-001,400.0,192.3,400,2.7,11.6
2025-12-01,DW-001,363.3,0.0,400,2.4,9.9
2025-12-02,DW-001,326.0,0.0,400,1.9,8.7
2025-12-03,DW-001,294.2,0.0,400,1.6,9.2
2025-12-04,DW-001,260.3,0.0,400,2.3,7.7
2025-12-05,DW-001,233.5,0.0,400,3.2,8.7
2025-12-06,DW-001,217.8,0.0,400,1.3,13.9
2025-12-07,DW-001,187.0,0.0,400,2.3,6.1
2025-12-08,DW-001,152.9,0.0,400,2.7,4.5
2025-12-09,DW-001,114.5,0.0,400,1.9,3.0
2025-12-10,DW-001,308.1,223.0,400,2.3,10.5
2025-12-11,DW-001,287.2,0.0,400,2.0,13.8
2025-12-12,DW-001,400.0,206.6,400,3.1,13.7
2025-12-13,DW-001,378.0,0.0,400,3.0,17.2
2025-12-14,DW-001,357.0,0.0,400,3.3,17.0
2025-12-15,DW-001,400.0,287.3,400,3.1,11.1
2025-12-16,DW-001,363.7,0.0,400,1.4,10.0
2025-12-17,DW-001,400.0,269.4,400,2.8,19.3
2025-12-18,DW-001,372.5,0.0,400,2.8,13.5
2025-12-19,DW-001,351.4,0.0,400,2.0,16.7
2025-12-20,DW-001,313.1,0.0,400,2.9,8.2
2025-12-21,DW-001,400.0,297.3,400,2.2,11.3
2025-12-22,DW-001,380.9,0.0,400,2.9,20.0
2025-12-23,DW-001,345.3,0.0,400,3.0,9.7
2025-12-24,DW-001,400.0,315.4,400,3.3,14.3
2025-12-25,DW-001,381.7,0.0,400,2.2,20.9
2025-12-26,DW-001,350.3,0.0,400,2.2,11.2
2025-12-27,DW-001,306.6,0.0,400,3.4,7.0
2025-12-28,DW-001,282.0,0.0,400,2.7,11.5
2025-12-29,DW-001,250.1,0.0,400,1.9,7.8
2025-12-30,DW-001,220.8,0.0,400,3.4,7.5
2025-12-31,DW-001,179.3,0.0,400,3.3,4.3
2026-01-01,DW-001,155.5,0.0,400,3.2,6.5
2026-01-02,DW-001,333.9,204.7,400,2.0,12.7
2026-01-03,DW-001,315.2,0.0,400,2.7,16.8
2026-01-04,DW-001,285.4,0.0,400,3.5,9.6
2026-01-05,DW-001,258.9,0.0,400,2.1,9.8
2026-01-06,DW-001,238.4,0.0,400,3.2,11.6
2026-01-07,DW-001,400.0,181.0,400,3.4,21.8
2026-01-08,DW-001,400.0,177.6,400,2.9,22.3
2026-01-09,DW-001,400.0,211.7,400,2.3,11.5
2026-01-10,DW-001,359.6,0.0,400,2.4,8.9
2026-01-11,DW-001,332.4,0.0,400,2.1,12.2
2026-01-12,DW-001,295.6,0.0,400,3.2,8.0
2026-01-13,DW-001,400.0,185.2,400,2.8,10.3
2026-01-14,DW-001,361.3,0.0,400,2.2,9.3
2026-01-15,DW-001,324.4,0.0,400,1.9,8.8
2026-01-16,DW-001,285.5,0.0,400,3.0,7.3
2026-01-17,DW-001,400.0,303.7,400,3.6,20.2
2026-01-18,DW-001,361.3,0.0,400,2.6,9.3
2026-01-19,DW-001,318.5,0.0,400,2.3,7.4
2026-01-20,DW-001,299.3,0.0,400,3.5,15.6
2026-01-21,DW-001,400.0,264.4,400,3.2,12.2
2026-01-22,DW-001,380.9,0.0,400,1.9,19.9
2026-01-23,DW-001,352.4,0.0,400,2.5,12.4
2026-01-24,DW-001,400.0,277.5,400,3.6,17.5
2026-01-25,DW-001,400.0,183.4,400,2.7,19.9
2026-01-26,DW-001,400.0,169.1,400,2.5,11.8
2026-01-27,DW-001,370.9,0.0,400,3.4,12.7
2026-01-28,DW-001,346.0,0.0,400,3.2,13.9
2026-01-29,DW-001,400.0,205.0,400,2.2,12.2
2026-01-30,DW-001,356.8,0.0,400,2.5,8.3
2026-01-31,DW-001,331.7,0.0,400,3.2,13.2
2026-02-01,DW-001,299.7,0.0,400,2.1,9.4
2026-02-02,DW-001,400.0,251.4,400,2.5,9.6
2026-02-03,DW-001,380.6,0.0,400,3.7,19.6
2026-02-04,DW-001,400.0,319.8,400,1.9,20.4
2026-02-05,DW-001,382.3,0.0,400,2.3,21.5
2026-02-06,DW-001,353.3,0.0,400,2.8,12.2
2026-02-07,DW-001,328.3,0.0,400,3.8,13.1
2026-02-08,DW-001,304.3,0.0,400,3.9,12.7
2026-02-09,DW-001,280.5,0.0,400,2.8,11.8
2026-02-10,DW-001,248.7,0.0,400,2.5,7.8
2026-02-11,DW-001,226.0,0.0,400,2.6,9.9
2026-02-12,DW-001,190.4,0.0,400,3.7,5.4
2026-02-13,DW-001,381.6,224.7,400,2.2,11.4
2026-02-14,DW-001,344.2,0.0,400,2.4,9.2
2026-02-15,DW-001,321.7,0.0,400,3.0,14.3
2026-02-16,DW-001,400.0,274.9,400,3.1,13.1
2026-02-17,DW-001,372.0,0.0,400,3.9,13.3
2026-02-18,DW-001,400.0,234.3,400,2.6,11.3
2026-02-19,DW-001,356.2,0.0,400,3.1,8.1
2026-02-20,DW-001,327.4,0.0,400,2.4,11.4
2026-02-21,DW-001,298.1,0.0,400,2.4,10.2
2026-02-22,DW-001,400.0,199.0,400,2.3,9.7
2026-02-23,DW-001,400.0,174.9,400,2.5,9.1
2026-02-24,DW-001,363.9,0.0,400,2.1,10.1
2026-02-25,DW-001,320.6,0.0,400,4.1,7.4
2026-02-26,DW-001,301.0,0.0,400,3.6,15.3
2026-02-27,DW-001,276.8,0.0,400,3.7,11.4
2026-02-28,DW-001,400.0,165.2,400,3.2,10.1
2026-03-01,DW-001,378.4,0.0,400,3.6,17.5
2026-03-02,DW-001,340.8,0.0,400,3.5,9.0
2026-03-03,DW-001,321.6,0.0,400,2.9,16.8
2026-03-04,DW-001,305.9,0.0,400,3.1,19.4
2026-03-05,DW-001,278.9,0.0,400,2.5,10.3
2026-03-06,DW-001,252.0,0.0,400,3.1,9.4
2026-03-07,DW-001,231.9,0.0,400,2.3,11.5
2026-03-08,DW-001,205.2,0.0,400,3.1,7.7
2026-03-09,DW-001,188.2,0.0,400,4.1,11.0
2026-03-10,DW-001,164.5,0.0,400,3.5,6.9
2026-03-11,DW-001,146.7,0.0,400,3.2,8.2
2026-03-12,DW-001,126.5,0.0,400,3.0,6.3
2026-03-13,DW-001,100.2,0.0,400,3.7,3.8
2026-03-14,DW-001,286.7,211.8,400,3.0,11.3
2026-03-15,DW-001,248.3,0.0,400,2.7,6.5
2026-03-16,DW-001,226.8,0.0,400,4.2,10.5
2026-03-17,DW-001,197.5,0.0,400,4.3,6.7
2026-03-18,DW-001,400.0,234.0,400,3.2,17.9
2026-03-19,DW-001,358.8,0.0,400,4.0,8.7
2026-03-20,DW-001,331.3,0.0,400,2.9,12.1
2026-03-21,DW-001,304.1,0.0,400,4.1,11.2
2026-03-22,DW-001,274.2,0.0,400,3.3,9.2
2026-03-23,DW-001,254.0,0.0,400,2.8,12.6
2026-03-24,DW-001,215.4,0.0,400,3.0,5.6
2026-03-25,DW-001,189.0,0.0,400,2.8,7.2
2026-03-26,DW-001,170.3,0.0,400,2.9,9.1
2026-03-27,DW-001,367.1,239.6,400,4.2,8.6
2026-03-28,DW-001,332.2,0.0,400,3.6,9.5
2026-03-29,DW-001,311.5,0.0,400,3.0,15.0
2025-10-01,DW-002,400.0,307.9,400,0.9,14.0
2025-10-02,DW-002,358.5,0.0,400,0.7,8.6
2025-10-03,DW-002,341.5,0.0,400,1.3,20.1
2025-10-04,DW-002,306.2,0.0,400,1.9,8.7
2025-10-05,DW-002,277.4,0.0,400,0.9,9.7
2025-10-06,DW-002,251.1,0.0,400,1.9,9.5
2025-10-07,DW-002,400.0,233.7,400,1.9,17.2
2025-10-08,DW-002,361.5,0.0,400,1.2,9.4
2025-10-09,DW-002,323.8,0.0,400,1.8,8.6
2025-10-10,DW-002,307.7,0.0,400,1.3,19.1
2025-10-11,DW-002,284.9,0.0,400,0.6,12.5
2025-10-12,DW-002,262.2,0.0,400,1.7,11.5
2025-10-13,DW-002,225.2,0.0,400,0.7,6.1
2025-10-14,DW-002,198.2,0.0,400,1.8,7.4
2025-10-15,DW-002,160.5,0.0,400,1.4,4.3
2025-10-16,DW-002,133.4,0.0,400,1.2,4.9
2025-10-17,DW-002,109.8,0.0,400,1.3,4.7
2025-10-18,DW-002,255.7,186.6,400,2.4,6.3
2025-10-19,DW-002,388.7,166.4,400,1.5,11.6
2025-10-20,DW-002,359.8,0.0,400,2.5,12.5
2025-10-21,DW-002,316.1,0.0,400,1.7,7.2
2025-10-22,DW-002,281.9,0.0,400,2.2,8.2
2025-10-23,DW-002,238.7,0.0,400,0.9,5.5
2025-10-24,DW-002,218.3,0.0,400,1.7,10.7
2025-10-25,DW-002,400.0,258.6,400,2.1,9.9
2025-10-26,DW-002,383.2,0.0,400,1.4,22.8
2025-10-27,DW-002,347.5,0.0,400,2.8,9.7
2025-10-28,DW-002,332.1,0.0,400,2.1,21.7
2025-10-29,DW-002,400.0,266.9,400,1.6,9.5
2025-10-30,DW-002,355.4,0.0,400,1.9,8.0
2025-10-31,DW-002,400.0,211.0,400,1.6,9.0
2025-11-01,DW-002,359.8,0.0,400,2.7,9.0
2025-11-02,DW-002,318.4,0.0,400,2.7,7.7
2025-11-03,DW-002,299.5,0.0,400,2.9,15.8
2025-11-04,DW-002,258.4,0.0,400,2.0,6.3
2025-11-05,DW-002,214.7,0.0,400,2.4,4.9
2025-11-06,DW-002,400.0,262.1,400,2.4,21.5
2025-11-07,DW-002,371.9,0.0,400,2.0,13.2
2025-11-08,DW-002,343.8,0.0,400,2.0,12.2
2025-11-09,DW-002,400.0,255.5,400,1.6,13.3
2025-11-10,DW-002,400.0,180.4,400,1.5,9.8
2025-11-11,DW-002,362.1,0.0,400,2.8,9.5
2025-11-12,DW-002,400.0,255.7,400,1.5,16.1
2025-11-13,DW-002,374.3,0.0,400,2.8,14.5
2025-11-14,DW-002,350.3,0.0,400,2.1,14.6
2025-11-15,DW-002,320.8,0.0,400,2.7,10.9
2025-11-16,DW-002,282.4,0.0,400,1.0,7.4
2025-11-17,DW-002,253.4,0.0,400,2.9,8.7
2025-11-18,DW-002,210.8,0.0,400,1.3,4.9
2025-11-19,DW-002,178.9,0.0,400,2.9,5.6
2025-11-20,DW-002,137.0,0.0,400,3.0,3.3
2025-11-21,DW-002,117.3,0.0,400,2.2,6.0
2025-11-22,DW-002,338.6,256.6,400,2.8,9.6
2025-11-23,DW-002,304.5,0.0,400,3.0,8.9
2025-11-24,DW-002,400.0,318.9,400,2.4,15.1
2025-11-25,DW-002,355.7,0.0,400,3.1,8.0
2025-11-26,DW-002,332.3,0.0,400,2.5,14.2
2025-11-27,DW-002,297.5,0.0,400,2.0,8.5
2025-11-28,DW-002,277.7,0.0,400,1.2,14.1
2025-11-29,DW-002,244.1,0.0,400,2.6,7.3
2025-11-30,DW-002,400.0,252.0,400,2.1,10.4
2025-12-01,DW-002,371.5,0.0,400,2.4,13.0
2025-12-02,DW-002,327.4,0.0,400,2.2,7.4
2025-12-03,DW-002,290.1,0.0,400,1.4,7.8
2025-12-04,DW-002,249.6,0.0,400,1.7,6.2
2025-12-05,DW-002,211.0,0.0,400,1.9,5.5
2025-12-06,DW-002,400.0,285.8,400,1.6,11.2
2025-12-07,DW-002,380.1,0.0,400,2.8,19.1
2025-12-08,DW-002,400.0,180.7,400,2.7,13.1
2025-12-09,DW-002,374.5,0.0,400,2.3,14.7
2025-12-10,DW-002,400.0,220.2,400,2.5,21.3
2025-12-11,DW-002,372.2,0.0,400,2.7,13.4
2025-12-12,DW-002,340.6,0.0,400,3.0,10.8
2025-12-13,DW-002,317.6,0.0,400,1.9,13.8
2025-12-14,DW-002,289.7,0.0,400,1.5,10.4
2025-12-15,DW-002,262.0,0.0,400,3.1,9.5
2025-12-16,DW-002,221.0,0.0,400,2.1,5.4
2025-12-17,DW-002,187.1,0.0,400,3.1,5.5
2025-12-18,DW-002,370.0,201.3,400,3.1,20.1
2025-12-19,DW-002,343.5,0.0,400,3.2,13.0
2025-12-20,DW-002,400.0,253.2,400,2.3,9.1
2025-12-21,DW-002,368.6,0.0,400,2.0,11.7
2025-12-22,DW-002,336.9,0.0,400,1.5,10.6
2025-12-23,DW-002,319.7,0.0,400,2.9,18.6
2025-12-24,DW-002,400.0,242.4,400,3.4,17.0
2025-12-25,DW-002,364.1,0.0,400,1.8,10.2
2025-12-26,DW-002,341.7,0.0,400,3.2,15.3
2025-12-27,DW-002,400.0,304.3,400,1.7,11.3
2025-12-28,DW-002,377.5,0.0,400,3.0,16.8
2025-12-29,DW-002,333.0,0.0,400,2.9,7.5
2025-12-30,DW-002,400.0,298.2,400,2.8,25.6
2025-12-31,DW-002,378.7,0.0,400,2.2,17.8
2026-01-01,DW-002,337.3,0.0,400,1.7,8.2
2026-01-02,DW-002,400.0,197.3,400,3.5,12.3
2026-01-03,DW-002,383.0,0.0,400,3.4,22.6
2026-01-04,DW-002,400.0,179.5,400,2.4,18.1
2026-01-05,DW-002,400.0,173.2,400,3.6,19.5
2026-01-06,DW-002,376.5,0.0,400,3.2,16.0
2026-01-07,DW-002,347.6,0.0,400,1.6,12.0
2026-01-08,DW-002,324.5,0.0,400,2.2,14.1
2026-01-09,DW-002,400.0,219.9,400,2.2,9.3
2026-01-10,DW-002,357.1,0.0,400,2.6,8.3
2026-01-11,DW-002,400.0,269.7,400,2.1,18.7
2026-01-12,DW-002,356.0,0.0,400,1.9,8.1
2026-01-13,DW-002,315.7,0.0,400,2.7,7.8
2026-01-14,DW-002,278.2,0.0,400,2.5,7.4
2026-01-15,DW-002,259.2,0.0,400,2.7,13.7
2026-01-16,DW-002,230.0,0.0,400,1.9,7.9
2026-01-17,DW-002,194.4,0.0,400,2.6,5.5
2026-01-18,DW-002,152.1,0.0,400,2.9,3.6
2026-01-19,DW-002,126.7,0.0,400,3.7,5.0
2026-01-20,DW-002,393.1,287.4,400,2.0,18.7
2026-01-21,DW-002,400.0,270.1,400,3.3,16.2
2026-01-22,DW-002,361.8,0.0,400,3.4,9.5
2026-01-23,DW-002,340.6,0.0,400,2.1,16.0
2026-01-24,DW-002,400.0,179.7,400,1.8,23.9
2026-01-25,DW-002,373.0,0.0,400,2.4,13.8
2026-01-26,DW-002,400.0,290.4,400,3.2,12.5
2026-01-27,DW-002,380.0,0.0,400,2.4,19.0
2026-01-28,DW-002,351.0,0.0,400,3.8,12.1
2026-01-29,DW-002,400.0,222.7,400,2.2,25.5
2026-01-30,DW-002,380.9,0.0,400,2.2,19.9
2026-01-31,DW-002,355.3,0.0,400,2.3,13.9
2026-02-01,DW-002,339.9,0.0,400,3.5,22.1
2026-02-02,DW-002,400.0,172.7,400,2.6,10.3
2026-02-03,DW-002,379.6,0.0,400,2.5,18.6
2026-02-04,DW-002,350.1,0.0,400,2.6,11.9
2026-02-05,DW-002,318.4,0.0,400,3.6,10.0
2026-02-06,DW-002,295.9,0.0,400,3.3,13.1
2026-02-07,DW-002,269.2,0.0,400,2.0,10.1
2026-02-08,DW-002,239.9,0.0,400,3.6,8.2
2026-02-09,DW-002,223.8,0.0,400,2.6,13.9
2026-02-10,DW-002,400.0,311.8,400,2.5,23.1
2026-02-11,DW-002,358.5,0.0,400,2.5,8.6
2026-02-12,DW-002,325.5,0.0,400,3.0,9.9
2026-02-13,DW-002,400.0,298.0,400,2.5,15.3
2026-02-14,DW-002,367.3,0.0,400,2.1,11.2
2026-02-15,DW-002,328.2,0.0,400,3.0,8.4
2026-02-16,DW-002,296.9,0.0,400,2.2,9.5
2026-02-17,DW-002,257.1,0.0,400,2.4,6.5
2026-02-18,DW-002,237.7,0.0,400,2.1,12.2
2026-02-19,DW-002,215.3,0.0,400,2.7,9.6
2026-02-20,DW-002,177.8,0.0,400,3.1,4.7
2026-02-21,DW-002,137.3,0.0,400,2.8,3.4
2026-02-22,DW-002,118.9,0.0,400,2.3,6.5
2026-02-23,DW-002,322.7,231.8,400,3.9,11.5
2026-02-24,DW-002,303.9,0.0,400,2.8,16.1
2026-02-25,DW-002,286.1,0.0,400,2.9,16.1
2026-02-26,DW-002,258.3,0.0,400,2.3,9.3
2026-02-27,DW-002,220.9,0.0,400,2.5,5.9
2026-02-28,DW-002,400.0,302.4,400,2.7,14.5
2026-03-01,DW-002,357.2,0.0,400,3.7,8.3
2026-03-02,DW-002,324.0,0.0,400,2.4,9.8
2026-03-03,DW-002,400.0,246.9,400,3.4,20.2
2026-03-04,DW-002,400.0,207.5,400,3.6,9.1
2026-03-05,DW-002,380.9,0.0,400,2.5,20.0
2026-03-06,DW-002,400.0,175.4,400,4.2,11.9
2026-03-07,DW-002,362.1,0.0,400,2.9,9.6
2026-03-08,DW-002,344.3,0.0,400,3.0,19.3
2026-03-09,DW-002,310.9,0.0,400,3.8,9.3
2026-03-10,DW-002,283.5,0.0,400,2.8,10.3
2026-03-11,DW-002,242.5,0.0,400,2.7,5.9
2026-03-12,DW-002,202.5,0.0,400,2.9,5.1
2026-03-13,DW-002,179.9,0.0,400,2.4,8.0
2026-03-14,DW-002,157.9,0.0,400,2.8,7.2
2026-03-15,DW-002,395.4,278.0,400,2.7,9.8
2026-03-16,DW-002,368.9,0.0,400,3.0,13.9
2026-03-17,DW-002,335.0,0.0,400,2.5,9.9
2026-03-18,DW-002,400.0,174.7,400,4.0,15.2
2026-03-19,DW-002,366.9,0.0,400,2.4,11.1
2026-03-20,DW-002,349.8,0.0,400,3.8,20.5
2026-03-21,DW-002,334.5,0.0,400,3.3,21.8
2026-03-22,DW-002,305.5,0.0,400,4.2,10.6
2026-03-23,DW-002,265.7,0.0,400,3.0,6.7
2026-03-24,DW-002,235.9,0.0,400,3.5,7.9
