date,store_id,blackout_hours,generator_hours,grid_hours,diesel_consumed_liters,diesel_cost_mmk,grid_cost_mmk,solar_kwh,total_energy_cost_mmk,operating_mode_actual,operating_mode_planned,submitted_by,submitted_at
2025-11-19,PM-001,8.2,6.9,7.8,6.6,19747.0,975.0,203.9,20722.0,SELECTIVE,SELECTIVE,Ko Zaw,2025-11-19 18:26:00
2025-11-20,PM-001,9.9,9.6,6.1,13.1,41317.0,762.0,135.2,42079.0,FULL,FULL,Ko Zaw,2025-11-20 20:11:00
2025-11-21,PM-001,8.1,7.3,7.9,8.9,27528.0,988.0,169.4,28516.0,SELECTIVE,SELECTIVE,Daw Su,2025-11-21 18:12:00
2025-11-22,PM-001,3.8,3.2,12.2,4.0,12264.0,1525.0,155.4,13789.0,FULL,FULL,Daw Su,2025-11-22 19:41:00
2025-11-23,PM-001,4.9,3.4,11.1,4.2,12235.0,1388.0,195.4,13623.0,FULL,FULL,Daw Su,2025-11-23 20:08:00
2025-11-24,PM-001,4.2,3.5,11.8,4.4,12949.0,1475.0,146.3,14424.0,FULL,FULL,Ko Zaw,2025-11-24 20:55:00
2025-11-25,PM-001,4.7,3.4,11.3,4.6,13487.0,1412.0,131.1,14899.0,FULL,FULL,Ma Thida,2025-11-25 20:06:00
2025-11-26,PM-001,9.2,9.0,6.8,9.6,26755.0,850.0,127.1,27605.0,FULL,FULL,Ma Thida,2025-11-26 20:36:00
2025-11-27,PM-001,5.8,4.3,10.2,5.5,15548.0,1275.0,112.9,16823.0,FULL,FULL,Ma Thida,2025-11-27 20:15:00
2025-11-28,PM-001,7.7,6.3,8.3,6.3,18119.0,1038.0,198.0,19157.0,FULL,FULL,Daw Su,2025-11-28 20:42:00
2025-11-29,PM-001,2.6,2.0,13.4,1.9,5559.0,1675.0,133.0,7234.0,FULL,FULL,Daw Su,2025-11-29 18:19:00
2025-11-30,PM-001,6.8,5.4,9.2,6.6,18533.0,1150.0,97.4,19683.0,SELECTIVE,SELECTIVE,U Kyaw,2025-11-30 19:48:00
2025-12-01,PM-001,5.5,5.4,10.5,5.6,15854.0,1312.0,130.5,17166.0,FULL,FULL,Daw Su,2025-12-01 19:44:00
2025-12-02,PM-001,9.3,8.4,6.7,10.3,28387.0,838.0,146.6,29225.0,FULL,FULL,Ko Zaw,2025-12-02 21:13:00
2025-12-03,PM-001,6.3,5.6,9.7,5.5,15120.0,1212.0,99.6,16332.0,FULL,FULL,Ko Zaw,2025-12-03 19:09:00
2025-12-04,PM-001,8.1,7.6,7.9,10.8,31428.0,988.0,190.1,32416.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-12-04 20:18:00
2025-12-05,PM-001,6.3,5.8,9.7,5.6,16548.0,1212.0,146.3,17760.0,REDUCED,REDUCED,U Aung Ko,2025-12-05 18:42:00
2025-12-06,PM-001,4.6,3.6,11.4,4.9,13926.0,1425.0,94.5,15351.0,FULL,FULL,Ko Zaw,2025-12-06 18:01:00
2025-12-07,PM-001,3.4,2.7,12.6,2.7,7911.0,1575.0,175.0,9486.0,FULL,FULL,U Kyaw,2025-12-07 19:26:00
2025-12-08,PM-001,9.6,8.6,6.4,9.0,25929.0,800.0,129.9,26729.0,FULL,FULL,U Aung Ko,2025-12-08 19:45:00
2025-12-09,PM-001,9.3,7.8,6.7,7.9,22144.0,838.0,149.6,22982.0,FULL,FULL,Ko Zaw,2025-12-09 19:26:00
2025-12-10,PM-001,8.0,7.2,8.0,10.0,28870.0,1000.0,90.6,29870.0,REDUCED,REDUCED,U Kyaw,2025-12-10 19:33:00
2025-12-11,PM-001,8.0,5.8,8.0,7.0,20895.0,1000.0,135.9,21895.0,REDUCED,REDUCED,Ko Zaw,2025-12-11 20:54:00
2025-12-12,PM-001,7.7,5.9,8.3,7.2,20621.0,1038.0,101.0,21659.0,FULL,FULL,Daw Su,2025-12-12 20:36:00
2025-12-13,PM-001,4.4,4.1,11.6,5.8,17383.0,1450.0,123.0,18833.0,FULL,FULL,Ko Zaw,2025-12-13 20:15:00
2025-12-14,PM-001,6.8,6.5,9.2,6.4,17069.0,1150.0,169.7,18219.0,FULL,FULL,Ma Thida,2025-12-14 20:21:00
2025-12-15,PM-001,6.2,6.1,9.8,5.6,16509.0,1225.0,130.6,17734.0,FULL,FULL,Ko Zaw,2025-12-15 19:01:00
2025-12-16,PM-001,6.1,5.8,9.9,7.7,22299.0,1238.0,168.4,23537.0,FULL,FULL,U Aung Ko,2025-12-16 20:50:00
2025-12-17,PM-001,7.6,6.0,8.4,6.9,19810.0,1050.0,88.1,20860.0,FULL,FULL,Daw Su,2025-12-17 20:29:00
2025-12-18,PM-001,10.7,9.9,5.3,9.1,26472.0,662.0,108.3,27134.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-18 18:29:00
2025-12-19,PM-001,8.6,6.8,7.4,6.4,17600.0,925.0,139.1,18525.0,FULL,FULL,Ma Thida,2025-12-19 20:41:00
2025-12-20,PM-001,5.8,5.0,10.2,5.5,15944.0,1275.0,108.5,17219.0,FULL,FULL,Ma Thida,2025-12-20 20:14:00
2025-12-21,PM-001,4.7,4.4,11.3,4.6,13584.0,1412.0,129.9,14996.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-21 20:06:00
2025-12-22,PM-001,7.2,7.0,8.8,7.4,22577.0,1100.0,109.1,23677.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-22 19:18:00
2025-12-23,PM-001,7.2,5.2,8.8,5.5,15950.0,1100.0,101.3,17050.0,FULL,FULL,U Aung Ko,2025-12-23 19:10:00
2025-12-24,PM-001,5.1,3.8,10.9,4.2,12117.0,1362.0,111.0,13479.0,FULL,FULL,Ko Zaw,2025-12-24 20:40:00
2025-12-25,PM-001,8.9,6.7,7.1,7.5,21892.0,888.0,138.3,22780.0,REDUCED,REDUCED,U Kyaw,2025-12-25 18:39:00
2025-12-26,PM-001,9.9,7.7,6.1,7.3,22199.0,762.0,140.6,22961.0,REDUCED,REDUCED,U Aung Ko,2025-12-26 20:11:00
2025-12-27,PM-001,6.1,4.6,9.9,5.6,16817.0,1238.0,140.9,18055.0,FULL,FULL,Ko Zaw,2025-12-27 18:41:00
2025-12-28,PM-001,4.0,3.2,12.0,3.0,8832.0,1500.0,140.4,10332.0,FULL,FULL,U Aung Ko,2025-12-28 20:30:00
2025-12-29,PM-001,6.3,4.9,9.7,6.6,20038.0,1212.0,97.5,21250.0,FULL,FULL,U Aung Ko,2025-12-29 21:58:00
2025-12-30,PM-001,8.4,6.5,7.6,8.8,26506.0,950.0,119.0,27456.0,FULL,FULL,U Kyaw,2025-12-30 19:50:00
2025-12-31,PM-001,5.4,4.8,10.6,4.8,14837.0,1325.0,81.0,16162.0,FULL,FULL,U Aung Ko,2025-12-31 18:33:00
2026-01-01,PM-001,5.7,4.6,10.3,4.3,12758.0,1288.0,172.5,14046.0,FULL,FULL,U Kyaw,2026-01-01 19:42:00
2026-01-02,PM-001,8.0,5.7,8.0,6.2,18637.0,1000.0,78.7,19637.0,REDUCED,REDUCED,Ma Thida,2026-01-02 19:35:00
2026-01-03,PM-001,4.0,3.4,12.0,3.4,10234.0,1500.0,111.8,11734.0,FULL,FULL,Ma Thida,2026-01-03 19:52:00
2026-01-04,PM-001,5.7,4.7,10.3,6.2,18185.0,1288.0,67.0,19473.0,FULL,FULL,Daw Su,2026-01-04 20:34:00
2026-01-05,PM-001,9.7,9.0,6.3,10.0,30820.0,788.0,108.7,31608.0,FULL,FULL,Daw Su,2026-01-05 19:57:00
2026-01-06,PM-001,8.2,6.6,7.8,7.6,23469.0,975.0,126.2,24444.0,FULL,FULL,Ko Zaw,2026-01-06 20:01:00
2026-01-07,PM-001,9.3,7.7,6.7,9.2,28299.0,838.0,72.8,29137.0,SELECTIVE,SELECTIVE,U Kyaw,2026-01-07 19:51:00
2026-01-08,PM-001,7.2,6.3,8.8,6.0,18384.0,1100.0,159.1,19484.0,FULL,FULL,Daw Su,2026-01-08 20:20:00
2026-01-09,PM-001,8.3,7.5,7.7,7.5,22328.0,962.0,165.7,23290.0,FULL,FULL,Ma Thida,2026-01-09 19:11:00
2026-01-10,PM-001,2.7,2.1,13.3,2.3,7047.0,1662.0,127.7,8709.0,FULL,FULL,Ma Thida,2026-01-10 18:51:00
2026-01-11,PM-001,2.4,1.8,13.6,1.7,5960.0,1700.0,132.3,7660.0,FULL,FULL,Daw Su,2026-01-11 19:51:00
2026-01-12,PM-001,7.6,7.1,8.4,9.1,31632.0,1050.0,121.7,32682.0,REDUCED,REDUCED,Ma Thida,2026-01-12 19:29:00
2026-01-13,PM-001,7.4,7.0,8.6,6.4,22618.0,1075.0,79.1,23693.0,FULL,FULL,U Kyaw,2026-01-13 20:22:00
2026-01-14,PM-001,9.4,8.0,6.6,8.7,31189.0,825.0,111.6,32014.0,FULL,FULL,Daw Su,2026-01-14 21:17:00
2026-01-15,PM-001,7.3,6.3,8.7,7.5,27000.0,1088.0,136.0,28088.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-15 19:33:00
2026-01-16,PM-001,4.9,4.7,11.1,5.2,18595.0,1388.0,98.4,19983.0,FULL,FULL,Ko Zaw,2026-01-16 19:21:00
2026-01-17,PM-001,3.0,2.4,13.0,3.1,11120.0,1625.0,202.0,12745.0,FULL,FULL,Ma Thida,2026-01-17 20:06:00
2026-01-18,PM-001,3.3,2.5,12.7,2.7,9626.0,1588.0,88.0,11214.0,FULL,FULL,Ma Thida,2026-01-18 19:32:00
2026-01-19,PM-001,5.7,4.6,10.3,6.5,22230.0,1288.0,118.0,23518.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-19 20:49:00
2026-01-20,PM-001,6.1,5.9,9.9,5.6,17618.0,1238.0,140.9,18856.0,REDUCED,REDUCED,Ma Thida,2026-01-20 18:31:00
2026-01-21,PM-001,9.8,7.1,6.2,8.6,27133.0,775.0,76.5,27908.0,FULL,FULL,Ko Zaw,2026-01-21 18:44:00
2026-01-22,PM-001,7.1,5.1,8.9,6.6,22103.0,1112.0,155.6,23215.0,FULL,FULL,U Kyaw,2026-01-22 19:35:00
2026-01-23,PM-001,6.2,5.1,9.8,6.1,19142.0,1225.0,214.4,20367.0,REDUCED,REDUCED,Ko Zaw,2026-01-23 18:18:00
2026-01-24,PM-001,2.9,2.8,13.1,3.0,9537.0,1638.0,124.1,11175.0,FULL,FULL,Daw Su,2026-01-24 18:13:00
2026-01-25,PM-001,4.1,4.1,11.9,5.8,18282.0,1488.0,181.7,19770.0,REDUCED,REDUCED,Daw Su,2026-01-25 21:38:00
2026-01-26,PM-001,5.6,5.2,10.4,7.0,21434.0,1300.0,102.1,22734.0,FULL,FULL,U Kyaw,2026-01-26 19:45:00
2026-01-27,PM-001,8.6,7.5,7.4,9.5,30837.0,925.0,107.6,31762.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-27 20:37:00
2026-01-28,PM-001,9.1,9.0,6.9,11.6,37282.0,862.0,64.0,38144.0,SELECTIVE,SELECTIVE,Daw Su,2026-01-28 18:21:00
2026-01-29,PM-001,6.9,6.8,9.1,8.3,26693.0,1138.0,113.3,27831.0,FULL,FULL,U Kyaw,2026-01-29 20:58:00
2026-01-30,PM-001,7.2,6.6,8.8,8.5,26163.0,1100.0,95.1,27263.0,SELECTIVE,SELECTIVE,U Kyaw,2026-01-30 20:56:00
2026-01-31,PM-001,5.4,3.8,10.6,4.0,13044.0,1325.0,181.2,14369.0,FULL,FULL,Ma Thida,2026-01-31 21:12:00
2026-02-01,PM-001,3.2,3.0,12.8,3.6,10922.0,1600.0,165.3,12522.0,FULL,FULL,Ma Thida,2026-02-01 19:11:00
2026-02-02,PM-001,6.1,6.1,9.9,6.5,20735.0,1238.0,139.9,21973.0,SELECTIVE,SELECTIVE,Daw Su,2026-02-02 20:09:00
2026-02-03,PM-001,7.7,7.6,8.3,9.2,30498.0,1038.0,182.4,31536.0,FULL,FULL,Ma Thida,2026-02-03 19:06:00
2026-02-04,PM-001,8.1,7.3,7.9,7.2,22010.0,988.0,126.4,22998.0,FULL,FULL,Daw Su,2026-02-04 20:24:00
2026-02-05,PM-001,5.7,4.0,10.3,5.5,16978.0,1288.0,73.7,18266.0,FULL,FULL,U Kyaw,2026-02-05 20:23:00
2026-02-06,PM-001,6.8,4.9,9.2,5.0,15680.0,1150.0,161.4,16830.0,FULL,FULL,Ko Zaw,2026-02-06 20:58:00
2026-02-07,PM-001,5.0,4.3,11.0,6.0,18504.0,1375.0,181.0,19879.0,FULL,FULL,Ma Thida,2026-02-07 20:07:00
2026-02-08,PM-001,4.4,4.2,11.6,4.5,13482.0,1450.0,160.5,14932.0,FULL,FULL,Daw Su,2026-02-08 20:05:00
2026-02-09,PM-001,4.6,4.3,11.4,5.6,17478.0,1425.0,92.0,18903.0,FULL,FULL,Ko Zaw,2026-02-09 19:15:00
2026-02-10,PM-001,8.8,7.6,7.2,7.3,22090.0,900.0,92.3,22990.0,FULL,FULL,U Aung Ko,2026-02-10 19:50:00
2026-02-11,PM-001,10.2,9.8,5.8,13.0,40872.0,725.0,78.2,41597.0,FULL,FULL,Ma Thida,2026-02-11 19:28:00
2026-02-12,PM-001,7.3,6.3,8.7,7.1,21499.0,1088.0,110.7,22587.0,FULL,FULL,Ko Zaw,2026-02-12 19:45:00
2026-02-13,PM-001,7.0,5.6,9.0,7.5,24150.0,1125.0,161.2,25275.0,FULL,FULL,Ma Thida,2026-02-13 21:46:00
2026-02-14,PM-001,5.3,5.3,10.7,6.8,20597.0,1338.0,124.1,21935.0,FULL,FULL,U Kyaw,2026-02-14 19:11:00
2026-02-15,PM-001,4.1,3.8,11.9,4.9,14999.0,1488.0,103.5,16487.0,FULL,FULL,Ma Thida,2026-02-15 19:21:00
2026-02-16,PM-001,6.7,5.0,9.3,5.6,17623.0,1162.0,143.0,18785.0,FULL,FULL,Ko Zaw,2026-02-16 19:53:00
2026-02-17,PM-001,7.9,7.0,8.1,8.1,25985.0,1012.0,72.3,26997.0,FULL,FULL,U Kyaw,2026-02-17 20:59:00
2026-02-18,PM-001,6.0,5.8,10.0,6.5,21580.0,1250.0,114.8,22830.0,FULL,FULL,U Aung Ko,2026-02-18 19:27:00
2026-02-19,PM-001,8.1,6.6,7.9,9.0,30618.0,988.0,117.0,31606.0,FULL,FULL,U Kyaw,2026-02-19 19:00:00
2026-02-20,PM-001,8.5,7.8,7.5,8.9,28168.0,938.0,94.3,29106.0,FULL,FULL,U Aung Ko,2026-02-20 21:43:00
2026-02-21,PM-001,5.3,4.5,10.7,4.4,14542.0,1338.0,163.8,15880.0,FULL,FULL,U Kyaw,2026-02-21 18:12:00
2026-02-22,PM-001,6.1,5.6,9.9,6.7,22164.0,1238.0,153.7,23402.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-02-22 19:35:00
2026-02-23,PM-001,7.3,6.8,8.7,6.9,23087.0,1088.0,161.1,24175.0,FULL,FULL,Ko Zaw,2026-02-23 20:02:00
2026-02-24,PM-001,7.3,6.9,8.7,6.6,21001.0,1088.0,141.7,22089.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-02-24 20:31:00
2026-02-25,PM-001,7.6,6.1,8.4,6.5,19142.0,1050.0,105.0,20192.0,FULL,FULL,Ma Thida,2026-02-25 20:57:00
2026-02-26,PM-001,8.7,6.6,7.3,7.8,24102.0,912.0,176.4,25014.0,SELECTIVE,SELECTIVE,Daw Su,2026-02-26 18:45:00
2026-02-27,PM-001,9.8,7.2,6.2,8.6,26411.0,775.0,137.6,27186.0,REDUCED,REDUCED,Daw Su,2026-02-27 19:18:00
2026-02-28,PM-001,2.9,2.1,13.1,2.5,7665.0,1638.0,180.9,9303.0,FULL,FULL,Ko Zaw,2026-02-28 19:17:00
2026-03-01,PM-001,3.4,3.3,12.6,4.4,13521.0,1575.0,125.6,15096.0,FULL,FULL,Daw Su,2026-03-01 19:19:00
2026-03-02,PM-001,10.6,8.0,5.4,11.0,32890.0,675.0,150.6,33565.0,FULL,FULL,Ma Thida,2026-03-02 20:53:00
2026-03-03,PM-001,10.3,8.0,5.7,7.3,22367.0,712.0,175.0,23079.0,REDUCED,REDUCED,U Aung Ko,2026-03-03 18:12:00
2026-03-04,PM-001,9.5,7.7,6.5,10.9,33452.0,812.0,157.3,34264.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-03-04 19:10:00
2026-03-05,PM-001,8.9,8.8,7.1,9.4,28106.0,888.0,120.8,28994.0,FULL,FULL,U Kyaw,2026-03-05 19:00:00
2026-03-06,PM-001,7.9,7.5,8.1,10.1,32300.0,1012.0,150.3,33312.0,FULL,FULL,Ko Zaw,2026-03-06 19:34:00
2026-03-07,PM-001,7.4,5.8,8.6,5.4,16681.0,1075.0,137.8,17756.0,FULL,FULL,Ko Zaw,2026-03-07 20:41:00
2026-03-08,PM-001,6.5,5.8,9.5,6.6,19523.0,1188.0,120.5,20711.0,FULL,FULL,U Aung Ko,2026-03-08 21:08:00
2026-03-09,PM-001,11.5,10.3,4.5,11.4,35443.0,562.0,118.0,36005.0,FULL,FULL,U Kyaw,2026-03-09 19:54:00
2026-03-10,PM-001,12.0,11.7,4.0,13.8,41152.0,500.0,173.8,41652.0,FULL,FULL,Ko Zaw,2026-03-10 18:09:00
2026-03-11,PM-001,11.3,11.2,4.7,13.4,41902.0,588.0,124.8,42490.0,FULL,FULL,Ko Zaw,2026-03-11 18:19:00
2026-03-12,PM-001,7.6,6.0,8.4,8.0,25296.0,1050.0,191.9,26346.0,REDUCED,REDUCED,U Aung Ko,2026-03-12 19:20:00
2026-03-13,PM-001,8.6,6.7,7.4,6.4,19251.0,925.0,168.0,20176.0,FULL,FULL,Ko Zaw,2026-03-13 18:40:00
2026-03-14,PM-001,10.3,9.7,5.7,12.4,39147.0,712.0,115.0,39859.0,FULL,FULL,U Aung Ko,2026-03-14 18:07:00
2026-03-15,PM-001,4.5,3.6,11.5,4.7,14659.0,1438.0,206.3,16097.0,FULL,FULL,Daw Su,2026-03-15 19:01:00
2026-03-16,PM-001,8.9,7.3,7.1,8.6,27159.0,888.0,210.8,28047.0,FULL,FULL,Ko Zaw,2026-03-16 18:33:00
2026-03-17,PM-001,11.0,10.8,5.0,14.4,46800.0,625.0,188.5,47425.0,FULL,FULL,U Kyaw,2026-03-17 18:21:00
2026-03-18,PM-001,8.7,6.8,7.3,8.9,27465.0,912.0,168.8,28377.0,SELECTIVE,SELECTIVE,Daw Su,2026-03-18 20:55:00
2026-03-19,PM-001,9.2,8.1,6.8,8.5,25950.0,850.0,133.9,26800.0,FULL,FULL,Daw Su,2026-03-19 21:13:00
2026-03-20,PM-001,10.3,9.9,5.7,13.5,41175.0,712.0,143.5,41887.0,FULL,FULL,Ma Thida,2026-03-20 21:07:00
2026-03-21,PM-001,6.7,4.7,9.3,6.5,19916.0,1162.0,138.2,21078.0,FULL,FULL,U Aung Ko,2026-03-21 21:03:00
2026-03-22,PM-001,3.9,3.2,12.1,3.2,10019.0,1512.0,183.6,11531.0,FULL,FULL,U Aung Ko,2026-03-22 20:07:00
2026-03-23,PM-001,8.2,6.1,7.8,6.1,19355.0,975.0,196.1,20330.0,FULL,FULL,U Aung Ko,2026-03-23 19:19:00
2026-03-24,PM-001,10.2,7.2,5.8,7.0,22239.0,725.0,229.5,22964.0,FULL,FULL,U Kyaw,2026-03-24 20:47:00
2026-03-25,PM-001,8.2,6.4,7.8,8.7,28101.0,975.0,133.9,29076.0,FULL,FULL,Ma Thida,2026-03-25 21:22:00
2026-03-26,PM-001,11.9,9.5,4.1,13.4,42518.0,512.0,129.9,43030.0,FULL,FULL,Daw Su,2026-03-26 20:19:00
2026-03-27,PM-001,10.7,9.3,5.3,8.9,29352.0,662.0,137.2,30014.0,REDUCED,REDUCED,Ko Zaw,2026-03-27 18:24:00
2026-03-28,PM-001,6.6,6.4,9.4,9.0,28530.0,1175.0,121.4,29705.0,FULL,FULL,Daw Su,2026-03-28 19:05:00
2026-03-29,PM-001,6.1,5.6,9.9,5.1,17432.0,1238.0,139.1,18670.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-29 20:28:00
2025-10-01,PM-002,8.9,8.2,7.1,6.6,18744.0,710.0,93.0,19454.0,REDUCED,REDUCED,Ma Thida,2025-10-01 19:25:00
2025-10-02,PM-002,10.0,9.9,6.0,10.5,29379.0,600.0,108.8,29979.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-10-02 20:10:00
2025-10-03,PM-002,10.4,9.1,5.6,6.7,19229.0,560.0,90.0,19789.0,FULL,FULL,U Kyaw,2025-10-03 19:56:00
2025-10-04,PM-002,4.2,3.6,11.8,2.9,8552.0,1180.0,61.3,9732.0,FULL,FULL,Daw Su,2025-10-04 19:30:00
2025-10-05,PM-002,4.0,2.8,12.0,2.3,6481.0,1200.0,125.4,7681.0,FULL,FULL,Ma Thida,2025-10-05 19:23:00
2025-10-06,PM-002,10.9,7.7,5.1,6.9,19506.0,510.0,102.1,20016.0,FULL,FULL,Ma Thida,2025-10-06 19:15:00
2025-10-07,PM-002,10.4,7.8,5.6,6.5,19376.0,560.0,135.6,19936.0,FULL,FULL,U Kyaw,2025-10-07 19:46:00
2025-10-08,PM-002,6.7,5.2,9.3,5.0,14620.0,930.0,98.2,15550.0,FULL,FULL,Daw Su,2025-10-08 19:28:00
2025-10-09,PM-002,9.3,7.4,6.7,6.9,19555.0,670.0,163.4,20225.0,FULL,FULL,Daw Su,2025-10-09 18:02:00
2025-10-10,PM-002,9.5,9.1,6.5,7.4,21630.0,650.0,104.9,22280.0,FULL,FULL,U Aung Ko,2025-10-10 20:20:00
2025-10-11,PM-002,2.7,2.4,13.3,2.0,5700.0,1330.0,97.5,7030.0,FULL,FULL,Ko Zaw,2025-10-11 20:04:00
2025-10-12,PM-002,2.8,2.2,13.2,2.4,6857.0,1320.0,149.9,8177.0,FULL,FULL,U Kyaw,2025-10-12 20:24:00
2025-10-13,PM-002,9.9,7.2,6.1,5.3,15481.0,610.0,57.3,16091.0,FULL,FULL,Ko Zaw,2025-10-13 18:25:00
2025-10-14,PM-002,6.1,5.9,9.9,6.5,17908.0,990.0,118.6,18898.0,FULL,FULL,U Kyaw,2025-10-14 18:57:00
2025-10-15,PM-002,7.8,7.6,8.2,6.0,16656.0,820.0,90.0,17476.0,REDUCED,REDUCED,Ma Thida,2025-10-15 19:30:00
2025-10-16,PM-002,9.4,7.9,6.6,6.0,17250.0,660.0,77.9,17910.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-10-16 21:17:00
2025-10-17,PM-002,8.9,8.0,7.1,8.5,24182.0,710.0,142.4,24892.0,FULL,FULL,U Aung Ko,2025-10-17 20:57:00
2025-10-18,PM-002,4.4,3.5,11.6,3.5,10346.0,1160.0,98.7,11506.0,FULL,FULL,U Aung Ko,2025-10-18 18:36:00
2025-10-19,PM-002,5.3,4.2,10.7,3.7,10593.0,1070.0,112.3,11663.0,FULL,FULL,Daw Su,2025-10-19 19:04:00
2025-10-20,PM-002,8.1,7.7,7.9,7.1,20072.0,790.0,138.1,20862.0,FULL,FULL,U Kyaw,2025-10-20 20:34:00
2025-10-21,PM-002,8.4,6.6,7.6,5.3,16223.0,760.0,142.4,16983.0,FULL,FULL,Ma Thida,2025-10-21 20:15:00
2025-10-22,PM-002,10.6,8.4,5.4,8.5,24888.0,540.0,110.9,25428.0,FULL,FULL,Ma Thida,2025-10-22 20:29:00
2025-10-23,PM-002,9.0,7.4,7.0,8.2,24231.0,700.0,102.5,24931.0,FULL,FULL,Daw Su,2025-10-23 18:13:00
2025-10-24,PM-002,7.7,6.6,8.3,6.4,18157.0,830.0,53.9,18987.0,FULL,FULL,U Aung Ko,2025-10-24 20:11:00
2025-10-25,PM-002,5.8,5.5,10.2,6.2,18036.0,1020.0,120.4,19056.0,SELECTIVE,SELECTIVE,Ma Thida,2025-10-25 19:37:00
2025-10-26,PM-002,6.0,4.8,10.0,3.5,10370.0,1000.0,144.2,11370.0,FULL,FULL,Ko Zaw,2025-10-26 19:59:00
2025-10-27,PM-002,8.3,7.6,7.7,6.2,17751.0,770.0,97.9,18521.0,REDUCED,REDUCED,U Kyaw,2025-10-27 20:22:00
2025-10-28,PM-002,9.6,9.4,6.4,10.5,31342.0,640.0,128.0,31982.0,FULL,FULL,U Aung Ko,2025-10-28 19:26:00
2025-10-29,PM-002,9.0,6.6,7.0,6.3,18314.0,700.0,108.1,19014.0,FULL,FULL,U Kyaw,2025-10-29 20:33:00
2025-10-30,PM-002,8.5,8.3,7.5,6.2,18172.0,750.0,149.0,18922.0,REDUCED,REDUCED,U Aung Ko,2025-10-30 20:08:00
2025-10-31,PM-002,6.6,5.3,9.4,5.5,15978.0,940.0,93.7,16918.0,FULL,FULL,U Aung Ko,2025-10-31 18:32:00
2025-11-01,PM-002,5.1,4.3,10.9,4.6,14260.0,1090.0,96.5,15350.0,FULL,FULL,U Kyaw,2025-11-01 20:04:00
2025-11-02,PM-002,5.1,4.3,10.9,4.9,14445.0,1090.0,78.2,15535.0,FULL,FULL,Ma Thida,2025-11-02 19:18:00
2025-11-03,PM-002,10.7,9.6,5.3,8.0,22904.0,530.0,100.3,23434.0,FULL,FULL,Ko Zaw,2025-11-03 20:59:00
2025-11-04,PM-002,10.7,8.3,5.3,8.7,26187.0,530.0,148.9,26717.0,FULL,FULL,Ma Thida,2025-11-04 19:54:00
2025-11-05,PM-002,6.3,5.6,9.7,5.4,15358.0,970.0,120.8,16328.0,REDUCED,REDUCED,Ko Zaw,2025-11-05 20:04:00
2025-11-06,PM-002,8.8,8.7,7.2,6.3,18616.0,720.0,123.2,19336.0,SELECTIVE,SELECTIVE,Ko Zaw,2025-11-06 20:47:00
2025-11-07,PM-002,11.5,8.7,4.5,7.0,19446.0,450.0,106.8,19896.0,FULL,FULL,U Kyaw,2025-11-07 19:26:00
2025-11-08,PM-002,4.5,3.7,11.5,3.3,9319.0,1150.0,91.1,10469.0,FULL,FULL,Ko Zaw,2025-11-08 20:21:00
2025-11-09,PM-002,4.8,4.5,11.2,4.6,14697.0,1120.0,143.8,15817.0,SELECTIVE,SELECTIVE,Daw Su,2025-11-09 20:47:00
2025-11-10,PM-002,8.8,8.4,7.2,7.2,23285.0,720.0,69.4,24005.0,FULL,FULL,U Aung Ko,2025-11-10 20:07:00
2025-11-11,PM-002,9.5,6.9,6.5,5.6,17830.0,650.0,76.6,18480.0,FULL,FULL,Ko Zaw,2025-11-11 19:19:00
2025-11-12,PM-002,11.1,9.1,4.9,7.4,23354.0,490.0,102.8,23844.0,FULL,FULL,U Aung Ko,2025-11-12 19:24:00
2025-11-13,PM-002,10.5,8.6,5.5,7.8,24469.0,550.0,121.9,25019.0,FULL,FULL,U Aung Ko,2025-11-13 21:36:00
2025-11-14,PM-002,9.4,8.9,6.6,9.9,30076.0,660.0,108.4,30736.0,FULL,FULL,U Kyaw,2025-11-14 20:41:00
2025-11-15,PM-002,5.1,4.0,10.9,3.1,9591.0,1090.0,91.5,10681.0,FULL,FULL,U Aung Ko,2025-11-15 19:37:00
2025-11-16,PM-002,6.2,5.2,9.8,4.8,14928.0,980.0,66.4,15908.0,FULL,FULL,Ko Zaw,2025-11-16 20:26:00
2025-11-17,PM-002,8.5,6.7,7.5,7.6,24518.0,750.0,65.0,25268.0,FULL,FULL,U Kyaw,2025-11-17 19:05:00
2025-11-18,PM-002,6.9,5.0,9.1,5.2,16458.0,910.0,57.0,17368.0,FULL,FULL,U Kyaw,2025-11-18 20:27:00
2025-11-19,PM-002,6.4,4.6,9.6,3.6,10771.0,960.0,88.1,11731.0,SELECTIVE,SELECTIVE,Ma Thida,2025-11-19 20:32:00
2025-11-20,PM-002,9.5,8.6,6.5,9.6,30278.0,650.0,119.2,30928.0,FULL,FULL,U Aung Ko,2025-11-20 19:24:00
